,TRIP_ID,CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,TIMESTAMP,DAY_TYPE,MISSING_DATA,POLYLINE
806724,1387566797620000001,B,,28.0,20000001,1387566797,A,False,"[[-8.570241, 41.159277]]"
810969,1387567591620000001,A,2002.0,,20000001,1387567591,A,False,"[[-8.606007, 41.146947]]"
811041,1387615535620000001,A,22167.0,,20000001,1387615535,A,False,"[[-8.587395, 41.163192]]"
811340,1387617216620000001,A,7812.0,,20000001,1387617216,A,False,"[[-8.625006, 41.166351]]"
811732,1387622482620000001,A,5049.0,,20000001,1387622482,A,False,"[[-8.618472, 41.141691]]"
812178,1387629039620000001,A,3804.0,,20000001,1387629039,A,False,"[[-8.606916, 41.146848]]"
812420,1387636975620000001,A,60835.0,,20000001,1387636975,A,False,"[[-8.622954, 41.156271]]"
812825,1387640630620000001,B,,34.0,20000001,1387640630,A,False,"[[-8.610795, 41.118003]]"
813026,1387647349620000001,B,,,20000001,1387647349,A,False,"[[-8.597565, 41.15925]]"
820555,1387650645620000001,B,,28.0,20000001,1387650645,A,False,"[[-8.609247, 41.155983]]"
820697,1387790184620000001,A,12987.0,,20000001,1387790184,A,False,"[[-8.613243, 41.154975]]"
821116,1387791759620000001,B,,52.0,20000001,1387791759,A,False,"[[-8.611245, 41.146902]]"
821378,1387796732620000001,B,,52.0,20000001,1387796732,A,False,"[[-8.616168, 41.154714]]"
821836,1387799694620000001,A,44354.0,,20000001,1387799694,A,False,"[[-8.585613, 41.148873]]"
822073,1387805711620000001,B,,52.0,20000001,1387805711,A,False,"[[-8.606349, 41.148378]]"
822199,1387808522620000001,A,2002.0,,20000001,1387808522,A,False,"[[-8.612973, 41.145984]]"
822439,1387810014620000001,A,3217.0,,20000001,1387810014,A,False,"[[-8.629641, 41.155776]]"
822638,1387812643620000001,B,,30.0,20000001,1387812643,A,False,"[[-8.605251, 41.144166]]"
822730,1387814855620000001,B,,27.0,20000001,1387814855,A,False,"[[-8.587062, 41.147379]]"
822947,1387816050620000001,A,33542.0,,20000001,1387816050,A,False,"[[-8.602407, 41.161653]]"
823409,1387818586620000001,A,53191.0,,20000001,1387818586,A,False,"[[-8.586198, 41.148837]]"
825714,1387824624620000001,B,,19.0,20000001,1387824624,A,False,"[[-8.654256, 41.180967]]"
825755,1387873313620000001,A,50974.0,,20000001,1387873313,A,False,"[[-8.655642, 41.1723]]"
825863,1387874108620000001,C,,,20000001,1387874108,A,False,"[[-8.625672, 41.169384]]"
826014,1387875729620000001,A,11681.0,,20000001,1387875729,A,False,"[[-8.585892, 41.148783]]"
826395,1387878068620000001,B,,10.0,20000001,1387878068,A,False,"[[-8.612964, 41.149233]]"
826551,1387883294620000001,B,,23.0,20000001,1387883294,A,False,"[[-8.617509, 41.140962]]"
826943,1387884842620000001,A,6728.0,,20000001,1387884842,A,False,"[[-8.6067, 41.148522]]"
827102,1387888877620000001,A,29283.0,,20000001,1387888877,A,False,"[[-8.585901, 41.14881]]"
827263,1387890912620000001,A,11114.0,,20000001,1387890912,A,False,"[[-8.651322, 41.166549]]"
827493,1387892915620000001,B,,35.0,20000001,1387892915,A,False,"[[-8.586018, 41.14881]]"
827766,1387895985620000001,A,46951.0,,20000001,1387895985,A,False,"[[-8.633637, 41.178384]]"
827863,1387899720620000001,B,,16.0,20000001,1387899720,A,False,"[[-8.60391, 41.183838]]"
832206,1387901249620000001,A,33434.0,,20000001,1387901249,A,False,"[[-8.609238, 41.177358]]"
832505,1388047774620000001,B,,28.0,20000001,1388047774,A,False,"[[-8.575686, 41.159565]]"
832930,1388052576620000001,B,,63.0,20000001,1388052576,A,False,"[[-8.593182, 41.147757]]"
833205,1388059420620000001,B,,19.0,20000001,1388059420,A,False,"[[-8.609427, 41.160384]]"
833586,1388064607620000001,C,,,20000001,1388064607,A,False,"[[-8.604711, 41.156073]]"
833693,1388070297620000001,A,24147.0,,20000001,1388070297,A,False,"[[-8.604441, 41.146155]]"
833854,1388071905620000001,B,,63.0,20000001,1388071905,A,False,"[[-8.560935, 41.147721]]"
834072,1388074317620000001,A,38368.0,,20000001,1388074317,A,False,"[[-8.60346, 41.167791]]"
834226,1388077275620000001,A,3725.0,,20000001,1388077275,A,False,"[[-8.585964, 41.14881]]"
834413,1388079760620000001,B,,10.0,20000001,1388079760,A,False,"[[-8.663067, 41.15502]]"
836585,1388083075620000001,A,29534.0,,20000001,1388083075,A,False,"[[-8.617518, 41.136903]]"
837409,1388140448620000001,B,,28.0,20000001,1388140448,A,False,"[[-8.597448, 41.165361]]"
837890,1388153776620000001,B,,54.0,20000001,1388153776,A,False,"[[-8.588547, 41.166621]]"
838230,1388160332620000001,B,,,20000001,1388160332,A,False,"[[-8.662815, 41.160879]]"
838851,1388164440620000001,A,16167.0,,20000001,1388164440,A,False,"[[-8.670474, 41.238261]]"
841766,1388171591620000001,B,,16.0,20000001,1388171591,A,False,"[[-8.568666, 41.193063]]"
841885,1388222594620000001,A,44467.0,,20000001,1388222594,A,False,"[[-8.65737, 41.16141]]"
842803,1388225361620000001,A,58725.0,,20000001,1388225361,A,False,"[[-8.670213, 41.237406]]"
843112,1388245315620000001,A,41694.0,,20000001,1388245315,A,False,"[[-8.665866, 41.170644]]"
843232,1388251897620000001,B,,35.0,20000001,1388251897,A,False,"[[-8.593299, 41.1606]]"
843426,1388253877620000001,B,,28.0,20000001,1388253877,A,False,"[[-8.586117, 41.175432]]"
850137,1388257898620000001,B,,28.0,20000001,1388257898,A,False,"[[-8.606583, 41.168007]]"
850557,1388404231620000001,A,9378.0,,20000001,1388404231,A,False,"[[-8.600139, 41.151438]]"
851150,1388409233620000001,A,60561.0,,20000001,1388409233,A,False,"[[-8.599986, 41.151996]]"
851337,1388416168620000001,B,,19.0,20000001,1388416168,A,False,"[[-8.591229, 41.164596]]"
852021,1388418240620000001,B,,58.0,20000001,1388418240,A,False,"[[-8.61363, 41.18139]]"
852356,1388426739620000001,A,29736.0,,20000001,1388426739,A,False,"[[-8.601039, 41.15943]]"
854022,1388431537620000001,A,5602.0,,20000001,1388431537,A,False,"[[-8.66061, 41.162256]]"
854156,1388479084620000001,A,9369.0,,20000001,1388479084,A,False,"[[-8.593974, 41.162247]]"
854437,1388481479620000001,A,21608.0,,20000001,1388481479,A,False,"[[-8.617806, 41.147199]]"
854868,1388485826620000001,B,,30.0,20000001,1388485826,A,False,"[[-8.606025, 41.152122]]"
855250,1388492225620000001,A,4875.0,,20000001,1388492225,A,False,"[[-8.60319, 41.154048]]"
855508,1388498498620000001,B,,52.0,20000001,1388498498,A,False,"[[-8.593938, 41.150826]]"
855672,1388501582620000001,A,2002.0,,20000001,1388501582,A,False,"[[-8.601966, 41.14782]]"
855976,1388503319620000001,A,2002.0,,20000001,1388503319,A,False,"[[-8.613639, 41.14143]]"
856311,1388507073620000001,B,,53.0,20000001,1388507073,A,False,"[[-8.635644, 41.159088]]"
856399,1388511441620000001,A,14156.0,,20000001,1388511441,A,False,"[[-8.61156, 41.146074]]"
856522,1388512418620000001,C,,,20000001,1388512418,A,False,"[[-8.583219, 41.168403]]"
866441,1388514013620000001,B,,28.0,20000001,1388514013,A,False,"[[-8.586171, 41.148864]]"
866694,1388653961620000001,A,7812.0,,20000001,1388653961,A,False,"[[-8.624907, 41.165631]]"
867019,1388656946620000001,B,,19.0,20000001,1388656946,A,False,"[[-8.633007, 41.152671]]"
867277,1388661428620000001,A,2002.0,,20000001,1388661428,A,False,"[[-8.6544, 41.181597]]"
867813,1388664942620000001,B,,62.0,20000001,1388664942,A,False,"[[-8.624979, 41.165847]]"
867916,1388671331620000001,C,,,20000001,1388671331,A,False,"[[-8.60193, 41.179635]]"
868327,1388672472620000001,C,,,20000001,1388672472,A,False,"[[-8.590338, 41.171724]]"
868668,1388676541620000001,C,,,20000001,1388676541,A,False,"[[-8.575722, 41.159556]]"
868881,1388680580620000001,A,60561.0,,20000001,1388680580,A,False,"[[-8.599959, 41.151429]]"
868977,1388682904620000001,B,,52.0,20000001,1388682904,A,False,"[[-8.607996, 41.160024]]"
869495,1388683944620000001,B,,19.0,20000001,1388683944,A,False,"[[-8.680086, 41.156523]]"
870875,1388690532620000001,A,3431.0,,20000001,1388690532,A,False,"[[-8.694864, 41.197644]]"
871233,1388736878620000001,C,,,20000001,1388736878,A,False,"[[-8.617617, 41.146281]]"
871517,1388742021620000001,B,,25.0,20000001,1388742021,A,False,"[[-8.670339, 41.237892]]"
872107,1388745960620000001,A,2002.0,,20000001,1388745960,A,False,"[[-8.669007, 41.240484]]"
872408,1388754516620000001,A,2001.0,,20000001,1388754516,A,False,"[[-8.670447, 41.238288]]"
872705,1388759121620000001,C,,,20000001,1388759121,A,False,"[[-8.601975, 41.179662]]"
872951,1388763479620000001,C,,,20000001,1388763479,A,False,"[[-8.575713, 41.159619]]"
873386,1388766940620000001,A,2002.0,,20000001,1388766940,A,False,"[[-8.673984, 41.154111]]"
873664,1388773591620000001,C,,,20000001,1388773591,A,False,"[[-8.640522, 41.161239]]"
876049,1388778676620000001,B,,7.0,20000001,1388778676,A,False,"[[-8.629479, 41.155497]]"
876287,1388826006620000001,B,,63.0,20000001,1388826006,A,False,"[[-8.587782, 41.181687]]"
876564,1388831159620000001,A,2002.0,,20000001,1388831159,A,False,"[[-8.605395, 41.144238]]"
876922,1388836924620000001,B,,10.0,20000001,1388836924,A,False,"[[-8.578287, 41.125752]]"
882775,1388845130620000001,C,,,20000001,1388845130,A,False,"[[-8.535591, 41.207751]]"
883303,1388997486620000001,A,12728.0,,20000001,1388997486,A,False,"[[-8.636184, 41.159169]]"
883860,1389001517620000001,B,,7.0,20000001,1389001517,A,False,"[[-8.627553, 41.15241]]"
884230,1389006290620000001,A,7571.0,,20000001,1389006290,A,False,"[[-8.622261, 41.147451]]"
884746,1389010805620000001,B,,25.0,20000001,1389010805,A,False,"[[-8.564094, 41.167233]]"
885022,1389017800620000001,B,,28.0,20000001,1389017800,A,False,"[[-8.659782, 41.182722]]"
885271,1389021799620000001,B,,62.0,20000001,1389021799,A,False,"[[-8.648307, 41.15538]]"
885514,1389025411620000001,A,37053.0,,20000001,1389025411,A,False,"[[-8.600454, 41.182875]]"
885697,1389028928620000001,B,,,20000001,1389028928,A,False,"[[-8.631585, 41.163021]]"
885927,1389031550620000001,B,,19.0,20000001,1389031550,A,False,"[[-8.598006, 41.150574]]"
887281,1389035391620000001,A,5602.0,,20000001,1389035391,A,False,"[[-8.661141, 41.162319]]"
888139,1389084956620000001,A,2974.0,,20000001,1389084956,A,False,"[[-8.589195, 41.157162]]"
888466,1389095771620000001,B,,28.0,20000001,1389095771,A,False,"[[-8.641584, 41.144211]]"
888806,1389100690620000001,A,2002.0,,20000001,1389100690,A,False,"[[-8.605404, 41.153634]]"
889214,1389105990620000001,B,,19.0,20000001,1389105990,A,False,"[[-8.670267, 41.237694]]"
889302,1389111324620000001,B,,62.0,20000001,1389111324,A,False,"[[-8.663355, 41.208948]]"
890038,1389112639620000001,C,,,20000001,1389112639,A,False,"[[-8.662707, 41.181705]]"
891146,1389124577620000001,A,2002.0,,20000001,1389124577,A,False,"[[-8.542269, 41.177313]]"
891358,1389169842620000001,A,2002.0,,20000001,1389169842,A,False,"[[-8.571573, 41.169618]]"
892242,1389172263620000001,C,,,20000001,1389172263,A,False,"[[-8.602101, 41.179671]]"
892822,1389183655620000001,B,,19.0,20000001,1389183655,A,False,"[[-8.585721, 41.148765]]"
893011,1389192541620000001,B,,28.0,20000001,1389192541,A,False,"[[-8.638011, 41.159889]]"
893311,1389195007620000001,A,43752.0,,20000001,1389195007,A,False,"[[-8.605179, 41.181714]]"
893703,1389199209620000001,A,11351.0,,20000001,1389199209,A,False,"[[-8.608923, 41.149053]]"
895130,1389204612620000001,B,,19.0,20000001,1389204612,A,False,"[[-8.683137, 41.160312]]"
895335,1389255120620000001,A,2002.0,,20000001,1389255120,A,False,"[[-8.63829, 41.235651]]"
895540,1389257774620000001,A,25860.0,,20000001,1389257774,A,False,"[[-8.615502, 41.142834]]"
896887,1389260299620000001,A,11355.0,,20000001,1389260299,A,False,"[[-8.670258, 41.237757]]"
897191,1389278307620000001,C,,,20000001,1389278307,A,False,"[[-8.575722, 41.159745]]"
897288,1389282192620000001,B,,,20000001,1389282192,A,False,"[[-8.632413, 41.153238]]"
897722,1389283526620000001,C,,,20000001,1389283526,A,False,"[[-8.586612, 41.174262]]"
897979,1389289549620000001,B,,19.0,20000001,1389289549,A,False,"[[-8.59797, 41.150529]]"
899591,1389293471620000001,B,,19.0,20000001,1389293471,A,False,"[[-8.618931, 41.151222]]"
900174,1389343356620000001,A,2002.0,,20000001,1389343356,A,False,"[[-8.638254, 41.235633]]"
900442,1389349755620000001,B,,63.0,20000001,1389349755,A,False,"[[-8.610795, 41.146074]]"
900768,1389352738620000001,B,,19.0,20000001,1389352738,A,False,"[[-8.582094, 41.179734]]"
901107,1389357012620000001,C,,,20000001,1389357012,A,False,"[[-8.588916, 41.165136]]"
901320,1389361849620000001,B,,28.0,20000001,1389361849,A,False,"[[-8.605314, 41.12523]]"
901744,1389364619620000001,B,,28.0,20000001,1389364619,A,False,"[[-8.611308, 41.144877]]"
902047,1389370039620000001,B,,19.0,20000001,1389370039,A,False,"[[-8.608545, 41.169429]]"
902274,1389373734620000001,B,,19.0,20000001,1389373734,A,False,"[[-8.614116, 41.167854]]"
902546,1389377006620000001,B,,11.0,20000001,1389377006,A,False,"[[-8.611407, 41.191965]]"
909498,1389381647620000001,A,4893.0,,20000001,1389381647,A,False,"[[-8.567244, 41.174766]]"
909925,1389514966620000001,B,,26.0,20000001,1389514966,A,False,"[[-8.606988, 41.184549]]"
910259,1389527096620000001,B,,10.0,20000001,1389527096,A,False,"[[-8.617923, 41.147181]]"
910365,1389537329620000001,C,,,20000001,1389537329,A,False,"[[-8.67384, 41.155047]]"
910433,1389540223620000001,B,,40.0,20000001,1389540223,A,False,"[[-8.68788, 41.171832]]"
910560,1389542007620000001,A,53836.0,,20000001,1389542007,A,False,"[[-8.624709, 41.162085]]"
910741,1389546454620000001,A,34286.0,,20000001,1389546454,A,False,"[[-8.615763, 41.145399]]"
911846,1389552624620000001,C,,,20000001,1389552624,A,False,"[[-8.653833, 41.15565]]"
912289,1389601659620000001,B,,28.0,20000001,1389601659,A,False,"[[-8.602587, 41.173785]]"
912606,1389606591620000001,B,,19.0,20000001,1389606591,A,False,"[[-8.633232, 41.15268]]"
913127,1389610278620000001,A,5375.0,,20000001,1389610278,A,False,"[[-8.605422, 41.183145]]"
913625,1389617780620000001,B,,19.0,20000001,1389617780,A,False,"[[-8.597835, 41.147415]]"
914079,1389624346620000001,C,,,20000001,1389624346,A,False,"[[-8.599059, 41.156901]]"
914512,1389629953620000001,B,,19.0,20000001,1389629953,A,False,"[[-8.600031, 41.147667]]"
914622,1389635767620000001,B,,19.0,20000001,1389635767,A,False,"[[-8.615826, 41.161356]]"
915966,1389637570620000001,A,30679.0,,20000001,1389637570,A,False,"[[-8.637048, 41.176107]]"
916383,1389687921620000001,B,,63.0,20000001,1389687921,A,False,"[[-8.587476, 41.182047]]"
916767,1389692785620000001,B,,56.0,20000001,1389692785,A,False,"[[-8.613558, 41.149944]]"
917521,1389697760620000001,B,,19.0,20000001,1389697760,A,False,"[[-8.558217, 41.189544]]"
917762,1389709312620000001,A,2002.0,,20000001,1389709312,A,False,"[[-8.627949, 41.151789]]"
918572,1389712065620000001,A,37007.0,,20000001,1389712065,A,False,"[[-8.636013, 41.159169]]"
918757,1389724156620000001,B,,19.0,20000001,1389724156,A,False,"[[-8.592093, 41.15214]]"
919846,1389727708620000001,A,5602.0,,20000001,1389727708,A,False,"[[-8.660538, 41.162247]]"
920213,1389774902620000001,B,,28.0,20000001,1389774902,A,False,"[[-8.599014, 41.177862]]"
920462,1389778593620000001,A,2002.0,,20000001,1389778593,A,False,"[[-8.605638, 41.153562]]"
920667,1389781338620000001,B,,19.0,20000001,1389781338,A,False,"[[-8.610894, 41.146011]]"
920922,1389783719620000001,A,2002.0,,20000001,1389783719,A,False,"[[-8.674002, 41.154075]]"
921396,1389786851620000001,A,15689.0,,20000001,1389786851,A,False,"[[-8.627895, 41.14485]]"
921927,1389795014620000001,B,,19.0,20000001,1389795014,A,False,"[[-8.628561, 41.171346]]"
922026,1389802324620000001,B,,50.0,20000001,1389802324,A,False,"[[-8.681697, 41.159709]]"
922375,1389803663620000001,C,,,20000001,1389803663,A,False,"[[-8.612613, 41.148027]]"
922523,1389807910620000001,B,,19.0,20000001,1389807910,A,False,"[[-8.592039, 41.15223]]"
922864,1389810062620000001,A,5602.0,,20000001,1389810062,A,False,"[[-8.660619, 41.16222]]"
924217,1389815665620000001,A,2002.0,,20000001,1389815665,A,False,"[[-8.647992, 41.157414]]"
925064,1389862384620000001,A,2002.0,,20000001,1389862384,A,False,"[[-8.638767, 41.164542]]"
925582,1389872103620000001,B,,19.0,20000001,1389872103,A,False,"[[-8.531046, 41.119434]]"
925889,1389879630620000001,A,3965.0,,20000001,1389879630,A,False,"[[-8.610336, 41.14935]]"
926118,1389883465620000001,A,2002.0,,20000001,1389883465,A,False,"[[-8.605449, 41.153571]]"
926771,1389886207620000001,A,2002.0,,20000001,1389886207,A,False,"[[-8.605458, 41.153625]]"
927013,1389895367620000001,B,,19.0,20000001,1389895367,A,False,"[[-8.579412, 41.15286]]"
928389,1389899185620000001,B,,28.0,20000001,1389899185,A,False,"[[-8.640531, 41.159925]]"
928592,1389945982620000001,B,,28.0,20000001,1389945982,A,False,"[[-8.607339, 41.16654]]"
928745,1389948640620000001,B,,19.0,20000001,1389948640,A,False,"[[-8.60904, 41.160366]]"
928990,1389950463620000001,A,36703.0,,20000001,1389950463,A,False,"[[-8.629677, 41.158827]]"
929830,1389953413620000001,A,49619.0,,20000001,1389953413,A,False,"[[-8.670276, 41.237577]]"
930310,1389965810620000001,C,,,20000001,1389965810,A,False,"[[-8.611461, 41.146038]]"
930591,1389971641620000001,A,60373.0,,20000001,1389971641,A,False,"[[-8.617311, 41.14269]]"
931134,1389975541620000001,C,,,20000001,1389975541,A,False,"[[-8.575965, 41.159448]]"
931353,1389982849620000001,B,,28.0,20000001,1389982849,A,False,"[[-8.631234, 41.16042]]"
934061,1389986787620000001,B,,17.0,20000001,1389986787,A,False,"[[-8.64486, 41.179365]]"
934415,1390037430620000001,A,45764.0,,20000001,1390037430,A,False,"[[-8.629839, 41.158683]]"
934687,1390045522620000001,B,,10.0,20000001,1390045522,A,False,"[[-8.659692, 41.160375]]"
935004,1390052452620000001,A,15982.0,,20000001,1390052452,A,False,"[[-8.636391, 41.157927]]"
935112,1390060349620000001,B,,12.0,20000001,1390060349,A,False,"[[-8.625447, 41.166945]]"
935205,1390063080620000001,B,,63.0,20000001,1390063080,A,False,"[[-8.607735, 41.164407]]"
935396,1390065460620000001,A,47336.0,,20000001,1390065460,A,False,"[[-8.625726, 41.166963]]"
940771,1390070112620000001,A,62594.0,,20000001,1390070112,A,False,"[[-8.605593, 41.145507]]"
941425,1390208916620000001,B,,63.0,20000001,1390208916,A,False,"[[-8.587854, 41.173299]]"
941660,1390216878620000001,C,,,20000001,1390216878,A,False,"[[-8.612406, 41.176989]]"
942175,1390220775620000001,B,,49.0,20000001,1390220775,A,False,"[[-8.621667, 41.169816]]"
942739,1390229171620000001,B,,49.0,20000001,1390229171,A,False,"[[-8.654382, 41.181507]]"
942928,1390236849620000001,B,,62.0,20000001,1390236849,A,False,"[[-8.585856, 41.148783]]"
943166,1390239577620000001,B,,19.0,20000001,1390239577,A,False,"[[-8.657064, 41.16267]]"
943324,1390243147620000001,A,44005.0,,20000001,1390243147,A,False,"[[-8.647398, 41.180139]]"
944298,1390246561620000001,C,,,20000001,1390246561,A,False,"[[-8.538858, 41.17878]]"
944531,1390291668620000001,B,,28.0,20000001,1390291668,A,False,"[[-8.648838, 41.178546]]"
945064,1390294688620000001,B,,62.0,20000001,1390294688,A,False,"[[-8.626005, 41.157333]]"
945330,1390301541620000001,B,,19.0,20000001,1390301541,A,False,"[[-8.627148, 41.152266]]"
945368,1390305161620000001,B,,25.0,20000001,1390305161,A,False,"[[-8.575101, 41.144094]]"
946064,1390305787620000001,C,,,20000001,1390305787,A,False,"[[-8.624016, 41.145579]]"
946534,1390315920620000001,B,,19.0,20000001,1390315920,A,False,"[[-8.663103, 41.177916]]"
947067,1390321932620000001,B,,19.0,20000001,1390321932,A,False,"[[-8.626932, 41.157621]]"
948745,1390329452620000001,B,,32.0,20000001,1390329452,A,False,"[[-8.592318, 41.106474]]"
948986,1390385048620000001,B,,28.0,20000001,1390385048,A,False,"[[-8.607447, 41.144193]]"
949170,1390388501620000001,B,,19.0,20000001,1390388501,A,False,"[[-8.620038, 41.158953]]"
950009,1390391112620000001,B,,19.0,20000001,1390391112,A,False,"[[-8.58591, 41.14881]]"
950564,1390403964620000001,A,2002.0,,20000001,1390403964,A,False,"[[-8.625024, 41.152671]]"
950789,1390411979620000001,C,,,20000001,1390411979,A,False,"[[-8.608743, 41.153445]]"
951108,1390415708620000001,A,5602.0,,20000001,1390415708,A,False,"[[-8.66052, 41.162256]]"
952975,1390421899620000001,B,,37.0,20000001,1390421899,A,False,"[[-8.600166, 41.150934]]"
953275,1390474297620000001,B,,28.0,20000001,1390474297,A,False,"[[-8.616924, 41.1687]]"
953708,1390478429620000001,A,5927.0,,20000001,1390478429,A,False,"[[-8.585019, 41.177295]]"
953829,1390485650620000001,A,12692.0,,20000001,1390485650,A,False,"[[-8.611155, 41.146938]]"
954677,1390487383620000001,C,,,20000001,1390487383,A,False,"[[-8.595693, 41.181903]]"
957339,1390499692620000001,B,,19.0,20000001,1390499692,A,False,"[[-8.609679, 41.161491]]"
957743,1390562332620000001,A,2002.0,,20000001,1390562332,A,False,"[[-8.609805, 41.151087]]"
957983,1390567905620000001,B,,60.0,20000001,1390567905,A,False,"[[-8.611272, 41.148009]]"
958141,1390571382620000001,B,,25.0,20000001,1390571382,A,False,"[[-8.623467, 41.156019]]"
958447,1390573350620000001,B,,10.0,20000001,1390573350,A,False,"[[-8.628453, 41.160771]]"
958891,1390577273620000001,B,,19.0,20000001,1390577273,A,False,"[[-8.602344, 41.15241]]"
959535,1390582624620000001,A,5779.0,,20000001,1390582624,A,False,"[[-8.670042, 41.236587]]"
962124,1390591904620000001,A,47015.0,,20000001,1390591904,A,False,"[[-8.602623, 41.183559]]"
962559,1390638255620000001,A,28648.0,,20000001,1390638255,A,False,"[[-8.630973, 41.133978]]"
962712,1390648727620000001,B,,63.0,20000001,1390648727,A,False,"[[-8.605656, 41.144364]]"
963180,1390652956620000001,A,32176.0,,20000001,1390652956,A,False,"[[-8.670339, 41.237892]]"
963281,1390664849620000001,B,,31.0,20000001,1390664849,A,False,"[[-8.652735, 41.180634]]"
963428,1390667859620000001,B,,19.0,20000001,1390667859,A,False,"[[-8.598627, 41.163975]]"
968964,1390671818620000001,B,,19.0,20000001,1390671818,A,False,"[[-8.538039, 41.18688]]"
969210,1390812137620000001,A,5720.0,,20000001,1390812137,A,False,"[[-8.623116, 41.155848]]"
969801,1390815433620000001,A,2002.0,,20000001,1390815433,A,False,"[[-8.616348, 41.140476]]"
970322,1390822229620000001,C,,,20000001,1390822229,A,False,"[[-8.61579, 41.145372]]"
970433,1390830042620000001,A,2002.0,,20000001,1390830042,A,False,"[[-8.605161, 41.153562]]"
970564,1390831916620000001,B,,19.0,20000001,1390831916,A,False,"[[-8.592975, 41.146488]]"
970749,1390833610620000001,A,4968.0,,20000001,1390833610,A,False,"[[-8.619723, 41.142303]]"
971076,1390836168620000001,C,,,20000001,1390836168,A,False,"[[-8.607609, 41.152491]]"
971266,1390840999620000001,B,,19.0,20000001,1390840999,A,False,"[[-8.630118, 41.161284]]"
971500,1390843648620000001,B,,63.0,20000001,1390843648,A,False,"[[-8.621478, 41.170005]]"
973529,1390847429620000001,A,2002.0,,20000001,1390847429,A,False,"[[-8.611056, 41.146092]]"
974282,1390905734620000001,A,2002.0,,20000001,1390905734,A,False,"[[-8.605467, 41.153184]]"
974545,1390916537620000001,B,,19.0,20000001,1390916537,A,False,"[[-8.610885, 41.145345]]"
975087,1390920144620000001,C,,,20000001,1390920144,A,False,"[[-8.626248, 41.156721]]"
975240,1390927100620000001,B,,27.0,20000001,1390927100,A,False,"[[-8.586468, 41.148927]]"
975349,1390929279620000001,C,,,20000001,1390929279,A,False,"[[-8.576199, 41.159403]]"
975713,1390930690620000001,C,,,20000001,1390930690,A,False,"[[-8.608473, 41.134464]]"
976831,1390937842620000001,B,,19.0,20000001,1390937842,A,False,"[[-8.678979, 41.153814]]"
977234,1390983916620000001,A,2002.0,,20000001,1390983916,A,False,"[[-8.658288, 41.181003]]"
977668,1390989025620000001,B,,62.0,20000001,1390989025,A,False,"[[-8.666802, 41.157324]]"
977917,1390995767620000001,A,22838.0,,20000001,1390995767,A,False,"[[-8.66007, 41.155146]]"
978114,1391000138620000001,A,33965.0,,20000001,1391000138,A,False,"[[-8.650989, 41.160879]]"
978450,1391003673620000001,B,,37.0,20000001,1391003673,A,False,"[[-8.590554, 41.149971]]"
979026,1391008112620000001,B,,19.0,20000001,1391008112,A,False,"[[-8.597061, 41.182344]]"
979498,1391015992620000001,B,,33.0,20000001,1391015992,A,False,"[[-8.585307, 41.1678]]"
980869,1391023852620000001,A,2002.0,,20000001,1391023852,A,False,"[[-8.61165, 41.140611]]"
981192,1391070484620000001,A,2002.0,,20000001,1391070484,A,False,"[[-8.638758, 41.235516]]"
981836,1391074710620000001,C,,,20000001,1391074710,A,False,"[[-8.600472, 41.181858]]"
981960,1391082691620000001,A,59730.0,,20000001,1391082691,A,False,"[[-8.669565, 41.176278]]"
982304,1391084870620000001,C,,,20000001,1391084870,A,False,"[[-8.575848, 41.159853]]"
982504,1391090629620000001,B,,19.0,20000001,1391090629,A,False,"[[-8.668854, 41.176314]]"
982989,1391093390620000001,A,17124.0,,20000001,1391093390,A,False,"[[-8.622459, 41.147226]]"
983503,1391099956620000001,A,2002.0,,20000001,1391099956,A,False,"[[-8.646579, 41.166414]]"
985064,1391107185620000001,A,2002.0,,20000001,1391107185,A,False,"[[-8.630289, 41.03406]]"
985332,1391155968620000001,B,,28.0,20000001,1391155968,A,False,"[[-8.610588, 41.153589]]"
985631,1391159481620000001,B,,19.0,20000001,1391159481,A,False,"[[-8.617797, 41.147217]]"
985816,1391163093620000001,B,,10.0,20000001,1391163093,A,False,"[[-8.611758, 41.15979]]"
986340,1391165207620000001,B,,63.0,20000001,1391165207,A,False,"[[-8.629569, 41.156523]]"
986786,1391171841620000001,B,,60.0,20000001,1391171841,A,False,"[[-8.58798, 41.17329]]"
986961,1391177718620000001,A,2002.0,,20000001,1391177718,A,False,"[[-8.627292, 41.151906]]"
987396,1391179854620000001,A,29842.0,,20000001,1391179854,A,False,"[[-8.605422, 41.153607]]"
987662,1391185285620000001,B,,19.0,20000001,1391185285,A,False,"[[-8.608131, 41.148351]]"
987918,1391188777620000001,A,35364.0,,20000001,1391188777,A,False,"[[-8.624268, 41.148198]]"
991066,1391192368620000001,B,,30.0,20000001,1391192368,A,False,"[[-8.643051, 41.199408]]"
991226,1391244083620000001,A,9262.0,,20000001,1391244083,A,False,"[[-8.634285, 41.180292]]"
991506,1391247494620000001,A,28648.0,,20000001,1391247494,A,False,"[[-8.610129, 41.154714]]"
991689,1391253346620000001,A,5379.0,,20000001,1391253346,A,False,"[[-8.66385, 41.150277]]"
991782,1391257593620000001,A,8516.0,,20000001,1391257593,A,False,"[[-8.620002, 41.129433]]"
991963,1391259880620000001,B,,34.0,20000001,1391259880,A,False,"[[-8.623575, 41.151924]]"
992353,1391263587620000001,A,2002.0,,20000001,1391263587,A,False,"[[-8.639091, 41.159682]]"
